Date,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,Crisis_Event
2020-10-26,8000000,134.5,1.0,0.995,1017.91,
2020-10-27,8000000,134.5,1.0,0.995,1015.54,
2020-10-28,8000000,134.5,1.0,1.006,1024.65,
2020-10-29,8000000,134.5,1.0,0.997,1024.56,
2020-10-30,8000000,134.5,1.0,0.992,1018.87,
2020-10-31,8000000,134.5,1.0,0.997,1019.24,
2020-11-01,8000000,134.5,1.0,1.006,1027.51,
2020-11-02,8000000,134.5,1.0,1.007,1036.72,
2020-11-03,8000000,134.5,1.0,1.006,1044.69,
2020-11-04,8000000,134.5,1.0,0.985,1031.79,
2020-11-05,8000000,134.5,1.0,0.99,1024.38,
2020-11-06,8000000,134.5,1.0,1.001,1028.34,
2020-11-07,8000000,134.5,1.0,1.008,1038.75,
2020-11-08,8000000,134.5,1.0,0.994,1034.7,
2020-11-09,8000000,134.5,1.0,1.003,1040.1,
2020-11-10,8000000,134.5,1.0,0.997,1038.48,
2020-11-11,8000000,134.5,1.0,1.02,1059.97,
2020-11-12,8000000,134.5,1.0,0.983,1043.6,
2020-11-13,8000000,134.5,1.0,1.018,1062.68,
2020-11-14,8000000,134.5,1.0,1.004,1067.77,
2020-11-15,8000000,134.5,1.0,0.988,1056.19,
2020-11-16,8000000,134.5,1.0,0.999,1055.76,
2020-11-17,8000000,134.5,1.0,0.99,1046.78,
2020-11-18,8000000,134.5,1.0,1.0,1048.54,
2020-11-19,8000000,134.5,1.0,0.99,1039.76,
2020-11-20,8000000,134.5,1.0,1.003,1044.29,
2020-11-21,8000000,134.5,1.0,1.003,1048.44,
2020-11-22,8000000,134.5,1.0,0.994,1043.55,
2020-11-23,8000000,134.5,1.0,0.995,1039.99,
2020-11-24,8000000,134.5,1.0,0.982,1023.56,
2020-11-25,8000000,134.5,1.0,1.003,1028.85,
2020-11-26,8000000,134.5,1.0,1.007,1038.19,
2020-11-27,8000000,134.5,1.0,0.986,1025.86,
2020-11-28,8000000,134.5,1.0,1.005,1032.77,
2020-11-29,8000000,134.5,1.0,0.993,1028.33,
2020-11-30,8000000,134.5,1.0,1.003,1033.43,
2020-12-01,8000000,134.5,1.0,1.011,1046.56,
2020-12-02,8000000,134.5,1.0,0.996,1044.21,
2020-12-03,8000000,134.5,1.0,0.997,1042.42,
2020-12-04,8000000,134.5,1.0,0.999,1042.85,
2020-12-05,8000000,134.5,1.0,0.997,1041.87,
2020-12-06,8000000,134.5,1.0,1.008,1051.69,
2020-12-07,8000000,134.5,1.0,0.988,1040.97,
2020-12-08,8000000,134.5,1.0,0.984,1027.18,
2020-12-09,8000000,134.5,1.0,1.006,1035.59,
2020-12-10,8000000,134.5,1.0,1.009,1046.28,
2020-12-11,8000000,134.5,1.0,0.987,1034.82,
2020-12-12,8000000,134.5,1.0,1.015,1051.59,
2020-12-13,8000000,134.5,1.0,1.014,1066.47,
2020-12-14,8000000,134.5,1.0,0.995,1062.34,
2020-12-15,8000000,134.5,1.0,1.005,1067.7,
2020-12-16,8000000,134.5,1.0,1.004,1072.6,
2020-12-17,8000000,134.5,1.0,1.004,1076.49,
2020-12-18,8000000,134.5,1.0,0.99,1066.44,
2020-12-19,8000000,134.5,1.0,0.988,1054.77,
2020-12-20,8000000,134.5,1.0,1.012,1068.27,
2020-12-21,8000000,134.5,1.0,0.994,1062.99,
2020-12-22,8000000,134.5,1.0,0.994,1057.89,
2020-12-23,8000000,134.5,1.0,0.993,1052.09,
2020-12-24,8000000,134.5,1.0,1.003,1056.38,
2020-12-25,8000000,134.5,1.0,0.991,1048.81,
2020-12-26,8000000,134.5,1.0,1.017,1067.39,
2020-12-27,8000000,134.5,1.0,1.007,1074.45,
2020-12-28,8000000,134.5,1.0,1.013,1087.37,
2020-12-29,8000000,134.5,1.0,0.991,1275.85,Panic Spike
2020-12-30,8000000,134.5,1.0,0.991,1278.47,Panic Spike
2020-12-31,8000000,134.5,1.0,0.991,1265.29,Panic Spike
2021-01-01,8000000,134.5,1.0,0.991,1265.25,Panic Spike
2021-01-02,8000000,134.5,1.0,0.991,1271.8,Panic Spike
2021-01-03,8000000,134.5,1.0,0.991,1270.45,Panic Spike
2021-01-04,8000000,134.5,1.0,0.991,1274.8,Panic Spike
2021-01-05,8000000,134.5,1.0,0.991,1265.86,Panic Spike
2021-01-06,8000000,134.5,1.0,0.991,1284.27,Panic Spike
2021-01-07,8000000,134.5,1.0,0.991,1265.91,Panic Spike
2021-01-08,8000000,134.5,1.0,0.991,1272.0,Panic Spike
2021-01-09,8000000,134.5,1.0,0.991,1260.27,Panic Spike
2021-01-10,8000000,134.5,1.0,0.991,1272.71,Panic Spike
2021-01-11,8000000,134.5,1.0,0.991,1273.58,Panic Spike
2021-01-12,8000000,134.5,1.0,0.991,1267.44,Panic Spike
2021-01-13,8000000,134.5,1.0,1.009,1268.9,
2021-01-14,8000000,134.5,1.0,1.001,1260.63,
2021-01-15,8000000,134.5,1.0,1.004,1256.33,
2021-01-16,8000000,134.5,1.0,0.997,1244.25,
2021-01-17,8000000,134.5,1.0,1.005,1241.66,
2021-01-18,8000000,134.5,1.0,0.989,1219.85,
2021-01-19,8000000,134.5,1.0,0.985,1195.35,
2021-01-20,8000000,134.5,1.0,1.005,1194.75,
2021-01-21,8000000,134.5,1.0,1.009,1199.04,
2021-01-22,8000000,134.5,1.0,1.0,1192.76,
2021-01-23,8000000,134.5,1.0,0.994,1179.86,
2021-01-24,8000000,134.5,1.0,0.992,1166.2,
2021-01-25,8000000,134.5,1.0,1.012,1175.46,
2021-01-26,8000000,134.5,1.0,0.997,1167.59,
2021-01-27,8000000,134.5,1.0,0.998,1160.73,
2021-01-28,8000000,134.5,1.0,1.012,1170.19,
2021-01-29,8000000,134.5,1.0,0.987,1150.72,
2021-01-30,8000000,134.5,1.0,0.997,1143.7,
2021-01-31,8000000,134.5,1.0,1.0,1140.7,
2021-02-01,8000000,134.5,1.0,0.999,1136.41,
2021-02-02,8000000,134.5,1.0,1.012,1146.65,
2021-02-03,8000000,134.5,1.0,1.007,1150.38,
2021-02-04,8000000,134.5,1.0,1.02,1168.48,
2021-02-05,8000000,134.5,1.0,0.994,1157.52,
2021-02-06,8000000,134.5,1.0,1.002,1155.59,
2021-02-07,8000000,134.5,1.0,1.013,1165.93,
2021-02-08,8000000,134.5,1.0,1.004,1165.57,
2021-02-09,8000000,134.5,1.0,1.004,1165.02,
2021-02-10,8000000,134.5,1.0,0.997,1157.25,
2021-02-11,8000000,134.5,1.0,0.993,1145.5,
2021-02-12,8000000,134.5,1.0,1.012,1154.85,
2021-02-13,8000000,134.5,1.0,0.986,1135.58,
2021-02-14,8000000,134.5,1.0,1.002,1135.05,
2021-02-15,8000000,134.5,1.0,1.012,1145.46,
2021-02-16,8000000,134.5,1.0,1.016,1159.33,
2021-02-17,8000000,134.5,1.0,1.004,1159.33,
2021-02-18,8000000,134.5,1.0,1.0,1155.43,
2021-02-19,8000000,134.5,1.0,0.999,1150.38,
2021-02-20,8000000,134.5,1.0,0.994,1140.47,
2021-02-21,8000000,134.5,1.0,1.01,1148.48,
2021-02-22,8000000,134.5,1.0,0.994,1138.32,
2021-02-23,8000000,134.5,1.0,0.995,1130.02,
2021-02-24,8000000,134.5,1.0,0.988,1114.15,
2021-02-25,8000000,134.5,1.0,0.991,1102.6,
2021-02-26,8000000,134.5,1.0,0.992,1093.4,
2021-02-27,8000000,134.5,1.0,1.01,1102.52,
2021-02-28,8000000,134.5,1.0,1.002,1103.33,
2021-03-01,8000000,134.5,1.0,1.017,1120.08,
2021-03-02,8000000,134.5,1.0,1.008,1126.47,
2021-03-03,8000000,134.5,1.0,1.003,1126.97,
2021-03-04,8000000,134.5,1.0,0.997,1120.96,
2021-03-05,8000000,134.5,1.0,1.012,1131.68,
2021-03-06,8000000,134.5,1.0,0.986,1114.02,
2021-03-07,8000000,134.5,1.0,1.01,1122.85,
2021-03-08,8000000,134.5,1.0,1.017,1138.26,
2021-03-09,8000000,134.5,1.0,1.008,1143.86,
2021-03-10,8000000,134.5,1.0,1.02,1162.61,
2021-03-11,8000000,134.5,1.0,0.995,1153.14,
2021-03-12,8000000,134.5,1.0,0.991,1139.81,
2021-03-13,8000000,134.5,1.0,0.996,1132.12,
2021-03-14,8000000,134.5,1.0,0.997,1126.62,
2021-03-15,8000000,134.5,1.0,1.005,1128.96,
2021-03-16,8000000,134.5,1.0,1.003,1129.33,
2021-03-17,8000000,134.5,1.0,0.995,1121.79,
2021-03-18,8000000,134.5,1.0,1.004,1123.24,
2021-03-19,8000000,134.5,1.0,1.003,1124.56,
2021-03-20,8000000,134.5,1.0,0.992,1113.63,
2021-03-21,8000000,134.5,1.0,0.999,1110.88,
2021-03-22,8000000,134.5,1.0,0.994,1102.41,
2021-03-23,8000000,134.5,1.0,1.002,1102.77,
2021-03-24,8000000,134.5,1.0,0.994,1095.53,
2021-03-25,8000000,134.5,1.0,0.993,1087.24,
2021-03-26,8000000,134.5,1.0,1.008,1094.99,
2021-03-27,8000000,134.5,1.0,1.01,1104.04,
2021-03-28,8000000,134.5,1.0,1.008,1111.53,
2021-03-29,8000000,134.5,1.0,1.011,1121.39,
2021-03-30,8000000,134.5,1.0,1.011,1130.46,
2021-03-31,8000000,134.5,1.0,1.006,1134.26,
2021-04-01,8000000,147.95,1.1,1.007,1143.89,
2021-04-02,8000000,147.95,1.1,1.031,1179.09,
2021-04-03,8000000,147.95,1.1,1.007,1186.95,
2021-04-04,8000000,147.95,1.1,1.003,1190.64,
2021-04-05,8000000,147.95,1.1,0.973,1159.75,
2021-04-06,8000000,147.95,1.1,1.013,1174.72,
2021-04-07,8000000,147.95,1.1,1.007,1183.23,
2021-04-08,8000000,147.95,1.1,0.996,1178.34,
2021-04-09,8000000,147.95,1.1,0.992,1169.87,
2021-04-10,8000000,147.95,1.1,1.013,1184.58,
2021-04-11,8000000,147.95,1.1,1.002,1186.86,
2021-04-12,8000000,147.95,1.1,1.008,1196.03,
2021-04-13,8000000,147.95,1.1,1.008,1205.04,
2021-04-14,8000000,147.95,1.1,1.011,1216.75,
2021-04-15,8000000,147.95,1.1,0.992,1205.86,
2021-04-16,8000000,147.95,1.1,1.004,1209.62,
2021-04-17,8000000,147.95,1.1,0.984,1190.36,
2021-04-18,8000000,147.95,1.1,0.99,1178.8,
2021-04-19,8000000,147.95,1.1,1.005,1184.19,
2021-04-20,8000000,147.95,1.1,0.995,1178.24,
2021-04-21,8000000,147.95,1.1,0.998,1176.39,
2021-04-22,8000000,147.95,1.1,0.987,1162.13,
2021-04-23,8000000,147.95,1.1,0.987,1148.31,
2021-04-24,8000000,147.95,1.1,1.003,1153.0,
2021-04-25,8000000,147.95,1.1,0.991,1145.19,
2021-04-26,8000000,147.95,1.1,1.002,1149.27,
2021-04-27,8000000,147.95,1.1,0.985,1134.31,
2021-04-28,8000000,147.95,1.1,1.014,1152.23,
2021-04-29,8000000,147.95,1.1,0.992,1144.61,
2021-04-30,8000000,147.95,1.1,0.997,1143.3,
2021-05-01,8000000,147.95,1.1,1.0,1145.55,
2021-05-02,8000000,147.95,1.1,0.999,1145.9,
2021-05-03,8000000,147.95,1.1,0.989,1136.04,
2021-05-04,8000000,147.95,1.1,1.014,1153.21,
2021-05-05,8000000,147.95,1.1,0.998,1152.85,
2021-05-06,8000000,147.95,1.1,0.986,1138.91,
2021-05-07,8000000,147.95,1.1,0.996,1136.69,
2021-05-08,8000000,147.95,1.1,0.998,1136.8,
2021-05-09,8000000,147.95,1.1,1.01,1149.62,
2021-05-10,8000000,147.95,1.1,1.017,1169.62,
2021-05-11,8000000,147.95,1.1,0.988,1156.91,
2021-05-12,8000000,147.95,1.1,1.005,1163.77,
2021-05-13,8000000,147.95,1.1,1.006,1171.86,
2021-05-14,8000000,147.95,1.1,0.995,1166.89,
2021-05-15,8000000,147.95,1.1,1.006,1174.8,
2021-05-16,8000000,147.95,1.1,0.997,1171.71,
2021-05-17,8000000,147.95,1.1,0.997,1169.52,
2021-05-18,8000000,147.95,1.1,1.01,1181.42,
2021-05-19,8000000,147.95,1.1,1.004,1185.69,
2021-05-20,8000000,147.95,1.1,0.995,1180.24,
2021-05-21,8000000,147.95,1.1,0.993,1172.2,
2021-05-22,8000000,147.95,1.1,0.989,1160.81,
2021-05-23,8000000,147.95,1.1,0.997,1159.09,
2021-05-24,8000000,147.95,1.1,0.969,1126.29,
2021-05-25,8000000,147.95,1.1,1.012,1141.77,
2021-05-26,8000000,147.95,1.1,1.01,1155.24,
2021-05-27,8000000,147.95,1.1,0.992,1148.35,
2021-05-28,8000000,147.95,1.1,1.016,1167.21,
2021-05-29,8000000,147.95,1.1,0.996,1163.1,
2021-05-30,8000000,147.95,1.1,0.997,1161.33,
2021-05-31,8000000,147.95,1.1,1.014,1177.75,
2021-06-01,8000000,147.95,1.1,1.005,1183.21,
2021-06-02,8000000,147.95,1.1,1.005,1189.1,
2021-06-03,8000000,147.95,1.1,0.995,1183.43,
2021-06-04,8000000,147.95,1.1,1.019,1204.86,
2021-06-05,8000000,147.95,1.1,0.977,1177.7,
2021-06-06,8000000,147.95,1.1,1.013,1192.12,
2021-06-07,8000000,147.95,1.1,0.993,1184.19,
2021-06-08,8000000,147.95,1.1,0.997,1180.53,
2021-06-09,8000000,147.95,1.1,1.03,1214.31,
2021-06-10,8000000,147.95,1.1,0.999,1211.31,
2021-06-11,8000000,147.95,1.1,1.01,1221.2,
2021-06-12,8000000,147.95,1.1,0.997,1215.27,
2021-06-13,8000000,147.95,1.1,1.014,1229.79,
2021-06-14,8000000,147.95,1.1,0.978,1201.39,
2021-06-15,8000000,147.95,1.1,0.996,1195.59,
2021-06-16,8000000,147.95,1.1,0.985,1178.48,
2021-06-17,8000000,147.95,1.1,1.025,1207.07,
2021-06-18,8000000,147.95,1.1,0.998,1203.13,
2021-06-19,8000000,147.95,1.1,1.0,1201.73,
2021-06-20,8000000,147.95,1.1,0.999,1199.18,
2021-06-21,8000000,147.95,1.1,1.015,1215.43,
2021-06-22,8000000,147.95,1.1,0.979,1189.02,
2021-06-23,8000000,147.95,1.1,1.003,1192.05,
2021-06-24,8000000,147.95,1.1,0.982,1171.3,
2021-06-25,8000000,147.95,1.1,1.007,1179.39,
2021-06-26,8000000,147.95,1.1,1.001,1180.56,
2021-06-27,8000000,147.95,1.1,1.007,1188.18,
2021-06-28,8000000,147.95,1.1,0.986,1172.44,
2021-06-29,8000000,147.95,1.1,1.009,1183.09,
2021-06-30,8000000,147.95,1.1,0.991,1173.21,
2021-07-01,8000000,127.77,0.95,0.994,1158.59,
2021-07-02,8000000,127.77,0.95,1.017,1170.58,
2021-07-03,8000000,127.77,0.95,1.014,1178.92,
2021-07-04,8000000,127.77,0.95,0.995,1165.19,
2021-07-05,8000000,127.77,0.95,1.0,1157.79,
2021-07-06,8000000,127.77,0.95,0.988,1137.7,
2021-07-07,8000000,127.77,0.95,1.01,1142.25,
2021-07-08,8000000,127.77,0.95,0.995,1131.02,
2021-07-09,8000000,127.77,0.95,1.022,1148.99,
2021-07-10,8000000,127.77,0.95,0.993,1134.74,
2021-07-11,8000000,127.77,0.95,0.986,1113.82,
2021-07-12,8000000,127.77,0.95,1.022,1132.88,
2021-07-13,8000000,127.77,0.95,0.996,1122.71,
2021-07-14,8000000,127.77,0.95,0.999,1117.0,
2021-07-15,8000000,127.77,0.95,1.003,1115.29,
2021-07-16,8000000,127.77,0.95,0.992,1101.93,
2021-07-17,8000000,127.77,0.95,1.016,1114.39,
2021-07-18,8000000,127.77,0.95,1.015,1125.69,
2021-07-19,8000000,127.77,0.95,1.004,1124.3,
2021-07-20,8000000,127.77,0.95,1.016,1136.75,
2021-07-21,8000000,127.77,0.95,0.985,1115.35,
2021-07-22,8000000,127.77,0.95,0.989,1098.57,
2021-07-23,8000000,127.77,0.95,0.999,1093.44,
2021-07-24,8000000,127.77,0.95,0.998,1088.23,
2021-07-25,8000000,127.77,0.95,1.0,1085.16,
2021-07-26,8000000,127.77,0.95,1.01,1091.94,
2021-07-27,8000000,128.06,0.95,0.999,1087.91,
2021-07-28,8000000,128.06,0.95,0.995,1079.21,
2021-07-29,8000000,128.06,0.95,1.009,1085.55,
2021-07-30,8000000,128.06,0.95,0.988,1069.73,
2021-07-31,8000000,128.06,0.95,0.988,1055.4,
2021-08-01,8000000,128.06,0.95,1.004,1058.28,
2021-08-02,8000000,128.06,0.95,1.002,1058.27,
2021-08-03,8000000,128.06,0.95,0.977,1033.53,
2021-08-04,8000000,128.06,0.95,0.999,1032.38,
2021-08-05,8000000,128.06,0.95,1.012,1043.91,
2021-08-06,8000000,128.06,0.95,0.979,1021.75,
2021-08-07,8000000,128.06,0.95,1.001,1022.9,
2021-08-08,8000000,128.06,0.95,1.023,1045.04,
2021-08-09,8000000,128.06,0.95,0.996,1039.58,
2021-08-10,8000000,128.06,0.95,0.993,1031.59,
2021-08-11,8000000,128.06,0.95,1.015,1045.46,
2021-08-12,8000000,128.06,0.95,1.02,1063.79,
2021-08-13,8000000,128.06,0.95,0.983,1044.61,
2021-08-14,8000000,128.06,0.95,0.989,1032.28,
2021-08-15,8000000,128.06,0.95,0.999,1030.87,
2021-08-16,8000000,128.06,0.95,0.983,1014.14,
2021-08-17,8000000,128.06,0.95,1.01,1024.22,
2021-08-18,8000000,128.06,0.95,1.002,1026.0,
2021-08-19,8000000,128.06,0.95,1.0,1026.26,
2021-08-20,8000000,128.06,0.95,0.995,1021.66,
2021-08-21,8000000,128.06,0.95,1.013,1034.73,
2021-08-22,8000000,128.06,0.95,1.007,1041.32,
2021-08-23,8000000,128.06,0.95,1.0,1040.21,
2021-08-24,8000000,128.06,0.95,1.0,1039.2,
2021-08-25,8000000,128.06,0.95,0.997,1035.45,
2021-08-26,8000000,128.06,0.95,1.002,1036.64,
2021-08-27,8000000,128.06,0.95,0.997,1033.07,
2021-08-28,8000000,128.06,0.95,0.997,1029.6,
2021-08-29,8000000,128.06,0.95,1.018,1047.18,
2021-08-30,8000000,128.06,0.95,1.008,1053.87,
2021-08-31,8000000,128.06,0.95,0.987,1039.51,
2021-09-01,8000000,128.06,0.95,0.999,1037.93,
2021-09-02,8000000,128.06,0.95,1.007,1044.39,
2021-09-03,8000000,128.06,0.95,1.012,1055.54,
2021-09-04,8000000,128.06,0.95,1.0,1053.79,
2021-09-05,8000000,128.06,0.95,1.007,1059.1,
2021-09-06,8000000,128.06,0.95,0.997,1054.74,
2021-09-07,8000000,128.06,0.95,1.001,1053.85,
2021-09-08,8000000,128.06,0.95,1.017,1069.04,
2021-09-09,8000000,128.06,0.95,1.004,1070.68,
2021-09-10,8000000,128.06,0.95,0.999,1067.12,
2021-09-11,8000000,128.06,0.95,1.016,1081.44,
2021-09-12,8000000,128.06,0.95,0.982,1060.57,
2021-09-13,8000000,128.06,0.95,1.018,1076.91,
2021-09-14,8000000,128.06,0.95,1.002,1076.44,
2021-09-15,8000000,128.06,0.95,1.006,1080.09,
2021-09-16,8000000,128.06,0.95,0.99,1067.03,
2021-09-17,8000000,128.06,0.95,0.993,1057.87,
2021-09-18,8000000,128.06,0.95,0.994,1050.11,
2021-09-19,8000000,128.06,0.95,1.009,1057.44,
2021-09-20,8000000,128.06,0.95,1.011,1066.63,
2021-09-21,8000000,128.06,0.95,1.011,1076.16,
2021-09-22,8000000,128.06,0.95,1.013,1086.86,
2021-09-23,8000000,128.06,0.95,0.993,1076.25,
2021-09-24,8000000,128.06,0.95,0.997,1070.91,
2021-09-25,8000000,128.06,0.95,1.02,1088.43,
2021-09-26,8000000,128.06,0.95,1.015,1101.22,
2021-09-27,8000000,128.06,0.95,0.994,1090.85,
2021-09-28,8000000,128.06,0.95,0.998,1085.39,
2021-09-29,8000000,128.06,0.95,0.991,1073.19,
2021-09-30,8000000,128.06,0.95,0.993,1063.12,
2021-10-01,8000000,134.8,1.0,0.989,1052.54,
2021-10-02,8000000,134.8,1.0,1.008,1062.01,
2021-10-03,8000000,134.8,1.0,1.007,1069.87,
2021-10-04,8000000,134.8,1.0,0.987,1057.37,
2021-10-05,8000000,134.8,1.0,1.004,1062.82,
2021-10-06,8000000,134.8,1.0,1.002,1065.54,
2021-10-07,8000000,134.8,1.0,1.015,1081.34,
2021-10-08,8000000,134.8,1.0,1.0,1081.25,
2021-10-09,8000000,134.8,1.0,0.997,1077.92,
2021-10-10,8000000,134.8,1.0,0.994,1071.62,
2021-10-11,8000000,134.8,1.0,1.006,1078.05,
2021-10-12,8000000,134.8,1.0,1.014,1092.24,
2021-10-13,8000000,134.8,1.0,1.016,1107.96,
2021-10-14,8000000,134.8,1.0,1.001,1107.46,
2021-10-15,8000000,134.8,1.0,0.995,1100.81,
2021-10-16,8000000,134.8,1.0,0.982,1080.96,
2021-10-17,8000000,134.8,1.0,0.974,1054.57,
2021-10-18,8000000,134.8,1.0,0.977,1032.97,
2021-10-19,8000000,134.8,1.0,0.981,1016.19,
2021-10-20,8000000,134.8,1.0,1.011,1030.04,
2021-10-21,8000000,134.8,1.0,1.002,1034.78,
2021-10-22,8000000,134.8,1.0,1.022,1058.44,
2021-10-23,8000000,134.8,1.0,0.988,1047.31,
2021-10-24,8000000,134.8,1.0,1.006,1054.51,
2021-10-25,8000000,134.8,1.0,0.998,1053.77,
2021-10-26,8000000,134.8,1.0,0.994,1049.12,
2021-10-27,8000000,134.8,1.0,0.995,1045.47,
2021-10-28,8000000,134.8,1.0,1.005,1051.95,
2021-10-29,8000000,134.8,1.0,0.991,1044.32,
2021-10-30,8000000,134.8,1.0,0.988,1034.37,
2021-10-31,8000000,134.8,1.0,1.002,1038.77,
2021-11-01,8000000,134.8,1.0,0.991,1031.55,
2021-11-02,8000000,134.8,1.0,0.985,1019.24,
2021-11-03,8000000,134.8,1.0,1.0,1022.47,
2021-11-04,8000000,134.8,1.0,1.005,1030.45,
2021-11-05,8000000,134.8,1.0,1.012,1044.32,
2021-11-06,8000000,134.8,1.0,0.998,1043.88,
2021-11-07,8000000,134.8,1.0,0.994,1039.75,
2021-11-08,8000000,134.8,1.0,1.007,1048.83,
2021-11-09,8000000,134.8,1.0,1.004,1054.66,
2021-11-10,8000000,134.8,1.0,1.018,1073.53,
2021-11-11,8000000,134.8,1.0,1.026,1100.68,
2021-11-12,8000000,134.8,1.0,1.008,1108.42,
2021-11-13,8000000,134.8,1.0,1.004,1111.5,
2021-11-14,8000000,134.8,1.0,1.0,1109.68,
2021-11-15,8000000,134.8,1.0,1.004,1112.45,
2021-11-16,8000000,134.8,1.0,1.012,1123.66,
2021-11-17,8000000,134.8,1.0,1.019,1141.31,
2021-11-18,8000000,134.8,1.0,1.002,1140.66,
2021-11-19,8000000,134.8,1.0,1.006,1143.95,
2021-11-20,8000000,134.8,1.0,1.024,1166.93,
2021-11-21,8000000,134.8,1.0,1.015,1178.69,
2021-11-22,8000000,134.8,1.0,0.984,1156.22,
2021-11-23,8000000,134.8,1.0,0.991,1142.06,
2021-11-24,8000000,134.8,1.0,0.983,1119.99,
2021-11-25,8000000,134.8,1.0,0.987,1104.52,
2021-11-26,8000000,134.8,1.0,1.003,1106.29,
2021-11-27,8000000,134.8,1.0,0.997,1101.71,
2021-11-28,8000000,134.8,1.0,1.005,1106.26,
2021-11-29,8000000,134.8,1.0,1.006,1110.98,
2021-11-30,8000000,134.8,1.0,0.993,1101.54,
2021-12-01,8000000,134.8,1.0,1.007,1107.55,
2021-12-02,8000000,134.8,1.0,1.0,1105.9,
2021-12-03,8000000,134.8,1.0,1.018,1122.93,
2021-12-04,8000000,134.8,1.0,1.0,1120.7,
2021-12-05,8000000,134.8,1.0,0.985,1103.12,
2021-12-06,8000000,134.8,1.0,0.999,1100.92,
2021-12-07,8000000,134.8,1.0,0.997,1096.6,
2021-12-08,8000000,134.8,1.0,1.014,1110.08,
2021-12-09,8000000,134.8,1.0,1.009,1118.2,
2021-12-10,8000000,134.8,1.0,1.012,1128.87,
2021-12-11,8000000,134.8,1.0,0.999,1125.62,
2021-12-12,8000000,134.8,1.0,1.008,1132.08,
2021-12-13,8000000,134.8,1.0,1.0,1129.92,
2021-12-14,8000000,134.8,1.0,0.99,1116.51,
2021-12-15,8000000,134.8,1.0,0.985,1099.11,
2021-12-16,8000000,134.8,1.0,1.013,1111.49,
2021-12-17,8000000,134.8,1.0,0.995,1105.07,
2021-12-18,8000000,134.8,1.0,1.0,1104.24,
2021-12-19,8000000,134.8,1.0,1.002,1105.13,
2021-12-20,8000000,134.8,1.0,0.997,1100.31,
2021-12-21,8000000,134.8,1.0,1.01,1109.95,
2021-12-22,8000000,134.8,1.0,0.986,1093.33,
2021-12-23,8000000,134.8,1.0,0.995,1087.81,
2021-12-24,8000000,134.8,1.0,1.016,1291.05,Panic Spike
2021-12-25,8000000,134.8,1.0,1.016,1301.17,Panic Spike
2021-12-26,8000000,134.8,1.0,1.016,1306.77,Panic Spike
2021-12-27,8000000,134.8,1.0,1.016,1304.18,Panic Spike
2021-12-28,8000000,134.8,1.0,1.016,1315.11,Panic Spike
2021-12-29,8000000,134.8,1.0,1.016,1308.74,Panic Spike
2021-12-30,8000000,134.8,1.0,1.016,1303.33,Panic Spike
2021-12-31,8000000,134.8,1.0,1.016,1308.27,Panic Spike
2022-01-01,8000000,134.8,1.0,1.016,1299.63,Panic Spike
2022-01-02,8000000,134.8,1.0,0.99,1276.27,
2022-01-03,8000000,134.8,1.0,1.015,1284.64,
2022-01-04,8000000,134.8,1.0,1.001,1276.13,
2022-01-05,8000000,134.8,1.0,1.003,1269.84,
2022-01-06,8000000,134.8,1.0,0.989,1246.91,
2022-01-07,8000000,134.8,1.0,1.005,1243.91,
2022-01-08,8000000,134.8,1.0,0.996,1231.16,
2022-01-09,8000000,134.8,1.0,1.023,1250.41,
2022-01-10,8000000,134.8,1.0,1.003,1245.11,
2022-01-11,8000000,134.8,1.0,0.995,1230.69,
2022-01-12,8000000,134.8,1.0,0.996,1218.43,
2022-01-13,8000000,134.8,1.0,1.001,1212.72,
2022-01-14,8000000,134.8,1.0,0.995,1199.76,
2022-01-15,8000000,134.8,1.0,0.995,1187.6,
2022-01-16,8000000,134.8,1.0,1.001,1183.29,
2022-01-17,8000000,134.8,1.0,1.014,1194.1,
2022-01-18,8000000,134.8,1.0,0.998,1185.66,
2022-01-19,8000000,134.8,1.0,1.026,1209.62,
2022-01-20,8000000,134.8,1.0,1.012,1216.76,
2022-01-21,8000000,134.8,1.0,0.995,1203.86,
2022-01-22,8000000,134.8,1.0,1.005,1203.55,
2022-01-23,8000000,134.8,1.0,0.989,1185.19,
2022-01-24,8000000,134.8,1.0,0.993,1172.33,
2022-01-25,8000000,134.8,1.0,1.006,1174.17,
2022-01-26,8000000,134.8,1.0,1.004,1173.91,
2022-01-27,8000000,134.8,1.0,0.989,1157.07,
2022-01-28,8000000,134.8,1.0,1.01,1163.59,
2022-01-29,8000000,134.8,1.0,0.997,1155.85,
2022-01-30,8000000,134.8,1.0,1.005,1157.95,
2022-01-31,8000000,134.8,1.0,1.014,1169.3,
2022-02-01,8000000,134.8,1.0,0.991,1154.68,
2022-02-02,8000000,134.8,1.0,1.004,1154.74,
2022-02-03,8000000,134.8,1.0,1.017,1170.02,
2022-02-04,8000000,134.8,1.0,0.994,1159.03,
2022-02-05,8000000,134.8,1.0,1.016,1172.9,
2022-02-06,8000000,134.8,1.0,0.987,1154.01,
2022-02-07,8000000,134.8,1.0,1.002,1151.88,
2022-02-08,8000000,134.8,1.0,0.998,1146.49,
2022-02-09,8000000,134.8,1.0,0.989,1131.37,
2022-02-10,8000000,134.8,1.0,1.0,1128.83,
2022-02-11,8000000,134.8,1.0,1.005,1131.4,
2022-02-12,8000000,134.8,1.0,1.001,1130.1,
